row_label_raw,row_label_full,Chỉ tiêu,Mã Số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã Số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,7. Tiền gửi của khách hàng,026,,828.993.222.175,972.197.603.564,26.0,,828993222175.0,972197603564.0
7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,7.1. Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,027,A.7.21,826.920.717.575,970.104.910.039,27.0,,826920717575.0,970104910039.0
7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,7.2. Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,028,,,,28.0,,,
7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,7.3. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán,029,,,,29.0,,,
a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,a. Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư trong nước,029.1,,,,291.0,,,
b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,b. Tiền gửi Tiền gửi bù trừ và thanh toán giao dịch chứng khoán của Nhà đầu tư nước ngoài,029.2,,,,292.0,,,
7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,7.4. Tiền gửi của Tổ chức phát hành chứng khoán,030,A.7.22,2.072.504.600,2.092.693.525,30.0,,2072504600.0,2092693525.0
8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8. Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031,A.7.29,826.920.717.575,970.104.910.039,31.0,,826920717575.0,970104910039.0
8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.1. Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.1,,816.723.196.075,957.690.295.018,311.0,,816723196075.0,957690295018.0
8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,8.2. Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,031.2,,10.197.521.500,12.414.615.021,312.0,,10197521500.0,12414615021.0
9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,9. Phải trả Tổ chức phát hành chứng khoán,032,,,,32.0,,,
10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,10. Phải thu của khách hàng về lỗi giao dịch các tài sản tài chính,033,,,,33.0,,,
11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,11. Phải trả của khách hàng về lỗi giao dịch các tài sản tài chính,034,,,,34.0,,,
"12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu","12. Phải trả cổ tức, gốc và lãi trái phiếu",035,,2.072.504.600,2.092.693.525,35.0,,2072504600.0,2092693525.0
