row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi không kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,87.650.932,69.206.380,87650932.0,69206380.0
- Bằng ngoại tệ,Tiền gửi không kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,6.795.095,4.954.665,6795095.0,4954665.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
- Bằng đồng Việt Nam,Tiền gửi có kỳ hạn > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,66.914.443,59.918.642,66914443.0,59918642.0
- Bằng ngoại tệ,Tiền gửi có kỳ hạn > - Bằng ngoại tệ,- Bằng ngoại tệ,47.958,340.063,47958.0,340063.0
Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,Tiền gửi tiết kiệm,,,,
- Bằng đồng Việt Nam,Tiền gửi tiết kiệm > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,212.798.804,212.359.343,212798804.0,212359343.0
- Bằng ngoại tệ,Tiền gửi tiết kiệm > - Bằng ngoại tệ,- Bằng ngoại tệ,3.902.575,4.374.352,3902575.0,4374352.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,,,,
- Bằng đồng Việt Nam,Tiền gửi ký quỹ > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,1.554.812,1.596.123,1554812.0,1596123.0
- Bằng ngoại tệ,Tiền gửi ký quỹ > - Bằng ngoại tệ,- Bằng ngoại tệ,104.092,42.596,104092.0,42596.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,,,,
- Bằng đồng Việt Nam,Tiền gửi vốn chuyên dùng > - Bằng đồng Việt Nam,- Bằng đồng Việt Nam,168.865,114.989,168865.0,114989.0
- Bằng ngoại tệ,Tiền gửi vốn chuyên dùng > - Bằng ngoại tệ,- Bằng ngoại tệ,463.462,415.540,463462.0,415540.0
,,,380.401.038,353.322.693,380401038.0,353322693.0
