row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,42.006.092,37.038.243,42006092.0,37038243.0
Thu nhập lãi từ tiền gửi,Thu nhập lãi từ tiền gửi,Thu nhập lãi từ tiền gửi,2.788.309,1.571.157,2788309.0,1571157.0
Thu lãi từ đầu tư chứng khoán Nợ,Thu lãi từ đầu tư chứng khoán Nợ,Thu lãi từ đầu tư chứng khoán Nợ,3.652.698,3.637.261,3652698.0,3637261.0
- Thu lãi từ chứng khoán đầu tư,- Thu lãi từ chứng khoán đầu tư,- Thu lãi từ chứng khoán đầu tư,3.635.429,2.954.066,3635429.0,2954066.0
- Thu lãi từ chứng khoán kinh doanh,- Thu lãi từ chứng khoán kinh doanh,- Thu lãi từ chứng khoán kinh doanh,17.269,683.195,17269.0,683195.0
Thu phí từ nghiệp vụ L/C,Thu phí từ nghiệp vụ L/C,Thu phí từ nghiệp vụ L/C,1.623.794,3.123.610,1623794.0,3123610.0
Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,285.527,129.299,285527.0,129299.0
Thu lãi từ nghiệp vụ mua bán nợ,Thu lãi từ nghiệp vụ mua bán nợ,Thu lãi từ nghiệp vụ mua bán nợ,277.429,-,277429.0,
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,10.943.162,6.454.857,10943162.0,6454857.0
,,,61.577.011,51.954.427,61577011.0,51954427.0
