row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,31/12/2018,01/01/2018,31/12/2018,01/01/2018,,,,,
+ Công ty CP Nhựt Hồng,Tên công ty > + Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,"Toàn nhà VCCI, tầng 4, số 12 Hoà Bình, P.An Cư, Q.Ninh Kiều, Tp.Cần Thơ","60,00%","60,00%","60,00%","60,00%",,0.6,0.6,0.6,0.6
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,Tên công ty > + Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","63,94%","63,94%","63,94%","63,94%",,0.6394,0.6394,0.6394,0.6394
+ Công ty CP Du Lịch An Giang,Tên công ty > + Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,"Số 80E Trần Hưng Đạo, P.Mỹ Xuyên, Tp.Long Xuyên, An Giang","72,71%","67,09%","72,71%","67,09%",,0.7271,0.6709,0.7271,0.6709
+ Công ty TNHH Sao Mai Super Feed,Tên công ty > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,"QL 80, Cụm CN Vảm Cống, ấp An Thạnh, xã Bình Thành, huyện Lắp Vò, Đồng Tháp.","100,00%","100,00%","100,00%","100,00%",,1.0,1.0,1.0,1.0
+ Công ty TNHH TM Sao Mai Solar,Tên công ty > + Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","100,00%","100,00%","100,00%","100,00%",,1.0,1.0,1.0,1.0
+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia,Tên công ty > + Công ty CP Đầu tư và Phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia,"QL80 CCN Vảm Cống, Lắp Vò, Đồng Tháp","51,14%","39,29%","51,14%",,,0.5114,0.39289999999999997,0.5114,
+ Công ty CP Đầu tư Du lịch và Phát triển Thuy sân,Tên công ty > + Công ty CP Đầu tư Du lịch và Phát triển Thuy sân,+ Công ty CP Đầu tư Du lịch và Phát triển Thuy sân,"QL80 CCN Vảm Cống, Lắp Vò, Đồng Tháp","43,95%","3,42%","82,67%","3,42%",,0.4395,0.0342,0.8267,0.0342
+ Công ty CP Tư vấn và Đầu tư Tài chính,Tên công ty > + Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","53,83%","16,60%","91,95%","16,60%",,0.5383,0.166,0.9195,0.166
