row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình,,
Cho vay,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Cho vay,Cho vay,-,5.000.000.000,,5000000000.0
Doanh thu cho thuê,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Doanh thu cho thuê,Doanh thu cho thuê,66.049.030,67.666.756,66049030.0,67666756.0
Doanh thu bán hàng hóa,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.514.151.740,-,1514151740.0,
Mua dịch vụ xây lắp,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Mua dịch vụ xây lắp,Mua dịch vụ xây lắp,10.050.141.303,137.408.447.032,10050141303.0,137408447032.0
Lãi cho vay,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Lãi cho vay,Lãi cho vay,359.178.082,-,359178082.0,
Lợi nhuận được chia,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Lợi nhuận được chia,Lợi nhuận được chia,4.123.941.605,1.000.000.000,4123941605.0,1000000000.0
Thoái vốn,Công ty TNHH MTV Xây lắp Điện 1 - Ninh Bình -công ty con của Công ty TNHH MTV Xây lắp Điện 1- Mỹ Đình > Thoái vốn,Thoái vốn,10.000.000.000,-,10000000000.0,
Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,Thù lao và thường của Hội đồng Quản trị,,
Ông Trịnh Văn Tuân,Thù lao và thường của Hội đồng Quản trị > Ông Trịnh Văn Tuân,Ông Trịnh Văn Tuân,5.557.000.000,5.790.103.918,5557000000.0,5790103918.0
Ông Vũ Ánh Dương,Thù lao và thường của Hội đồng Quản trị > Ông Vũ Ánh Dương,Ông Vũ Ánh Dương,345.000.000,60.000.000,345000000.0,60000000.0
Ông Võ Hồng Quang,Thù lao và thường của Hội đồng Quản trị > Ông Võ Hồng Quang,Ông Võ Hồng Quang,345.000.000,60.000.000,345000000.0,60000000.0
Ông Nguyễn Minh Độ,Thù lao và thường của Hội đồng Quản trị > Ông Nguyễn Minh Độ,Ông Nguyễn Minh Độ,345.000.000,60.000.000,345000000.0,60000000.0
Ông Mai Lương Việt,Thù lao và thường của Hội đồng Quản trị > Ông Mai Lương Việt,Ông Mai Lương Việt,345.000.000,60.000.000,345000000.0,60000000.0
"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc","Lương, thường và phúc lợi khác củaBan Tổng Giám đốc","Lương, thường và phúc lợi khác củaBan Tổng Giám đốc","Lương, thường và phúc lợi khác củaBan Tổng Giám đốc","Lương, thường và phúc lợi khác củaBan Tổng Giám đốc",,
Ông Vũ Ánh Dương,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Vũ Ánh Dương",Ông Vũ Ánh Dương,1.965.165.439,1.847.116.341,1965165439.0,1847116341.0
Ông Võ Hồng Quang,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Võ Hồng Quang",Ông Võ Hồng Quang,1.449.997.571,1.450.679.353,1449997571.0,1450679353.0
Ông Nguyễn Minh Độ,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Nguyễn Minh Độ",Ông Nguyễn Minh Độ,1.131.850.000,968.159.000,1131850000.0,968159000.0
Ông Đăng Quốc Tường,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Đăng Quốc Tường",Ông Đăng Quốc Tường,1.816.681.299,1.563.087.006,1816681299.0,1563087006.0
Ông Nguyễn Nhật Tân,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Nguyễn Nhật Tân",Ông Nguyễn Nhật Tân,1.130.577.650,1.170.192.639,1130577650.0,1170192639.0
Ông Vũ Văn Tứ,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Vũ Văn Tứ",Ông Vũ Văn Tứ,52.165.000,807.320.000,52165000.0,807320000.0
Ông Lê Thanh Nghị,"Lương, thường và phúc lợi khác củaBan Tổng Giám đốc > Ông Lê Thanh Nghị",Ông Lê Thanh Nghị,-,422.309.784,,422309784.0
Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,Thù lao của Ban Kiểm soát,,
Bà Nguyễn Thị Hải Hà,Thù lao của Ban Kiểm soát > Bà Nguyễn Thị Hải Hà,Bà Nguyễn Thị Hải Hà,72.000.000,72.000.000,72000000.0,72000000.0
Ông Hoàng Văn Cường,Thù lao của Ban Kiểm soát > Ông Hoàng Văn Cường,Ông Hoàng Văn Cường,24.000.000,24.000.000,24000000.0,24000000.0
Ông Hoàng Văn Sáng,Thù lao của Ban Kiểm soát > Ông Hoàng Văn Sáng,Ông Hoàng Văn Sáng,24.000.000,24.000.000,24000000.0,24000000.0
