row_label_raw,row_label_full,Các khoản đầu tư,31/12/2019,31/12/2019_1,31/12/2018,31/12/2018_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__31/12/2018,numeric__31/12/2018_1
Các khoản đầu tư,Các khoản đầu tư,Các khoản đầu tư,Giá gốc,Tỷ lệ nắm giữ,Giá gốc,Tỷ lệ nắm giữ,,,,
Các khoản đầu tư,Các khoản đầu tư,Các khoản đầu tư,Triệu VND,%,Triệu VND,%,,,,
Công ty con,Các khoản đầu tư > Công ty con,Công ty con,127.000,,127.000,,127000.0,,127000.0,
- Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản,Các khoản đầu tư > - Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản,- Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản,50.000,"100,00",50.000,"100,00",50000.0,100.0,50000.0,100.0
- Công ty TNHH Kiều hối Bắc Á,Các khoản đầu tư > - Công ty TNHH Kiều hối Bắc Á,- Công ty TNHH Kiều hối Bắc Á,77.000,"100,00",77.000,"100,00",77000.0,100.0,77000.0,100.0
Các khoản đầu tư dài hạn khác,Các khoản đầu tư > Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,270.660,,303.672,,270660.0,,303672.0,
- Công ty Cổ phần Thủy điện Hùa Na,Các khoản đầu tư > - Công ty Cổ phần Thủy điện Hùa Na,- Công ty Cổ phần Thủy điện Hùa Na,115.500,"5,12",115.500,"5,00",115500.0,5.12,115500.0,5.0
- Công ty Cổ phần Chuyển mạch Tài chính Quốc gia Việt Nam,Các khoản đầu tư > - Công ty Cổ phần Chuyển mạch Tài chính Quốc gia Việt Nam,- Công ty Cổ phần Chuyển mạch Tài chính Quốc gia Việt Nam,2.000,"0,64",2.000,"0,64",2000.0,0.64,2000.0,0.64
- Quỹ Đầu tư Chứng khoán Sài Gòn A2,Các khoản đầu tư > - Quỹ Đầu tư Chứng khoán Sài Gòn A2,- Quỹ Đầu tư Chứng khoán Sài Gòn A2,-,-,14.260,"4,00",,,14260.0,4.0
- Quỹ Đầu tư Doanh nghiệp Hàng đầu Việt Nam VF4,Các khoản đầu tư > - Quỹ Đầu tư Doanh nghiệp Hàng đầu Việt Nam VF4,- Quỹ Đầu tư Doanh nghiệp Hàng đầu Việt Nam VF4,30.883,"8,51",30.883,"10,76",30883.0,8.51,30883.0,10.76
- Quỹ Đầu tư Tăng trưởng Việt Nam VF2,Các khoản đầu tư > - Quỹ Đầu tư Tăng trưởng Việt Nam VF2,- Quỹ Đầu tư Tăng trưởng Việt Nam VF2,-,-,18.752,"3,63",,,18752.0,3.63
- Quỹ Đầu tư Chứng khoán Việt Nam VF1,Các khoản đầu tư > - Quỹ Đầu tư Chứng khoán Việt Nam VF1,- Quỹ Đầu tư Chứng khoán Việt Nam VF1,1.932,"0,82",1.932,"0,61",1932.0,0.82,1932.0,0.61
- Công ty Cổ phần Quản lý Đầu tư Giáo dục Quốc tế,Các khoản đầu tư > - Công ty Cổ phần Quản lý Đầu tư Giáo dục Quốc tế,- Công ty Cổ phần Quản lý Đầu tư Giáo dục Quốc tế,7.000,"2,81",7.000,"4,12",7000.0,2.81,7000.0,4.12
- Công ty Cổ phần Lâm nghiệp Tháng Năm,Các khoản đầu tư > - Công ty Cổ phần Lâm nghiệp Tháng Năm,- Công ty Cổ phần Lâm nghiệp Tháng Năm,68.000,"10,46",68.000,"10,46",68000.0,10.46,68000.0,10.46
- Công ty Cổ phần Địa ốc MB,Các khoản đầu tư > - Công ty Cổ phần Địa ốc MB,- Công ty Cổ phần Địa ốc MB,1.676,"0,26",1.676,"0,26",1676.0,0.26,1676.0,0.26
- Công ty Cổ phần Quản lý Quỹ Đầu tư MB,Các khoản đầu tư > - Công ty Cổ phần Quản lý Quỹ Đầu tư MB,- Công ty Cổ phần Quản lý Quỹ Đầu tư MB,19.780,"6,12",19.780,"6,12",19780.0,6.12,19780.0,6.12
- Công ty Cổ phần Sông Lam Nghệ An,Các khoản đầu tư > - Công ty Cổ phần Sông Lam Nghệ An,- Công ty Cổ phần Sông Lam Nghệ An,2.000,"10,00",2.000,"10,00",2000.0,10.0,2000.0,10.0
- Công ty Cổ phần Tập đoàn Mai Linh,Các khoản đầu tư > - Công ty Cổ phần Tập đoàn Mai Linh,- Công ty Cổ phần Tập đoàn Mai Linh,21.889,"0,50",21.889,"0,44",21889.0,0.5,21889.0,0.44
,,,397.660,,430.672,,397660.0,,430672.0,
