row_label_raw,row_label_full,col_0,31/12/2024,31/12/2023,numeric__31/12/2024,numeric__31/12/2023
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,42.429.072,33.683.922,42429072.0,33683922.0
Công ty cổ phần,Công ty cổ phần,Công ty cổ phần,4.909.251,3.561.686,4909251.0,3561686.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",14.093.586,14.537.444,14093586.0,14537444.0
Tổng cộng,Tổng cộng,Tổng cộng,61.431.909,51.783.052,61431909.0,51783052.0
6.4 Phân tích dư nợ cho vay theo ngành,6.4 Phân tích dư nợ cho vay theo ngành,6.4 Phân tích dư nợ cho vay theo ngành,31/12/2024,31/12/2023,,
Hoạt động sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình,6.4 Phân tích dư nợ cho vay theo ngành > Hoạt động sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình,Hoạt động sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình,3.921.624,4.098.494,3921624.0,4098494.0
Nông nghiệp và lâm nghiệp và thủy sản,6.4 Phân tích dư nợ cho vay theo ngành > Nông nghiệp và lâm nghiệp và thủy sản,Nông nghiệp và lâm nghiệp và thủy sản,4.712.515,3.951.514,4712515.0,3951514.0
Hoạt động dịch vụ khác,6.4 Phân tích dư nợ cho vay theo ngành > Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,12.418.593,25.396.542,12418593.0,25396542.0
"Lĩnh vực bất động sản (kinh doanh, tự sử dụng)","6.4 Phân tích dư nợ cho vay theo ngành > Lĩnh vực bất động sản (kinh doanh, tự sử dụng)","Lĩnh vực bất động sản (kinh doanh, tự sử dụng)",9.108.693,2.195.625,9108693.0,2195625.0
"Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ","6.4 Phân tích dư nợ cho vay theo ngành > Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ","Bán buôn và bán lẻ; sữa chữa ô tô, mô tô, xe máy và động cơ",13.209.112,7.675.614,13209112.0,7675614.0
Xây dựng,6.4 Phân tích dư nợ cho vay theo ngành > Xây dựng,Xây dựng,17.515.810,8.011.771,17515810.0,8011771.0
Vận tải kho bãi,6.4 Phân tích dư nợ cho vay theo ngành > Vận tải kho bãi,Vận tải kho bãi,11.070,180.339,11070.0,180339.0
"Công nghiệp chế biến, chế tạo","6.4 Phân tích dư nợ cho vay theo ngành > Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",309.705,153.550,309705.0,153550.0
Dịch vụ lưu trú và ăn uống,6.4 Phân tích dư nợ cho vay theo ngành > Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,121.637,116.037,121637.0,116037.0
Y tế và hoạt động trợ giúp xã hội,6.4 Phân tích dư nợ cho vay theo ngành > Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,28.722,-,28722.0,
Thông tin và truyền thông,6.4 Phân tích dư nợ cho vay theo ngành > Thông tin và truyền thông,Thông tin và truyền thông,3.862,1.600,3862.0,1600.0
Giáo dục và đào tạo,6.4 Phân tích dư nợ cho vay theo ngành > Giáo dục và đào tạo,Giáo dục và đào tạo,30.030,-,30030.0,
"Nghệ thuật, vui chơi và giải trí","6.4 Phân tích dư nợ cho vay theo ngành > Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",3.240,-,3240.0,
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","6.4 Phân tích dư nợ cho vay theo ngành > Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",3.628,661,3628.0,661.0
Khai khoáng,6.4 Phân tích dư nợ cho vay theo ngành > Khai khoáng,Khai khoáng,8.596,745,8596.0,745.0
Hoạt động hành chính và dịch vụ hỗ trợ,6.4 Phân tích dư nợ cho vay theo ngành > Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,10.196,560,10196.0,560.0
"Hoạt động chuyên môn, khoa học và công nghệ","6.4 Phân tích dư nợ cho vay theo ngành > Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",1.782,-,1782.0,
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải.","6.4 Phân tích dư nợ cho vay theo ngành > Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải.","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải.",13.094,-,13094.0,
Tổng cộng,6.4 Phân tích dư nợ cho vay theo ngành > Tổng cộng,Tổng cộng,61.431.909,51.783.052,61431909.0,51783052.0
