row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,7.155.784,7.438.991,,7155784.0,7438991.0
02. Chi phí lãi và các khoản thu nhập tương tự đã trả,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các khoản thu nhập tương tự đã trả,02. Chi phí lãi và các khoản thu nhập tương tự đã trả,,(4.525.532),(5.221.215),,-4525532.0,-5221215.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,480.475,512.733,,480475.0,512733.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,67.617,141.646,,67617.0,141646.0
05. Thu nhập khác,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,9.388,(1.999),,9388.0,-1999.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro",,207.123,91.328,,207123.0,91328.0
"07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(1.628.024),(1.549.068),,-1628024.0,-1549068.0
08. Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong năm,08. Tiền thuế thu nhập thực nộp trong năm,,(166.266),(134.064),,-166266.0,-134064.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,1.600.565,1.278.352,,1600565.0,1278352.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,-,-,,,
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán",10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,404.988,4.350.101,,404988.0,4350101.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác",11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,38.707,,,38707.0
12. (Tăng)/Giảm các khoản cho vay khách hàng,"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác > 12. (Tăng)/Giảm các khoản cho vay khách hàng",12. (Tăng)/Giảm các khoản cho vay khách hàng,,(9.648.857),(7.080.457),,-9648857.0,-7080457.0
13. Giảm nguồn dự phòng để bù đáp tổn thất các khoản,"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác > 13. Giảm nguồn dự phòng để bù đáp tổn thất các khoản",13. Giảm nguồn dự phòng để bù đáp tổn thất các khoản,,(465.834),(374.546),,-465834.0,-374546.0
14. (Tăng)/Giảm khác về tài sản hoạt động,"09. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác > 14. (Tăng)/Giảm khác về tài sản hoạt động",14. (Tăng)/Giảm khác về tài sản hoạt động,,(1.409.507),1.048.903,,-1409507.0,1048903.0
