row_label_raw,row_label_full,col_0,col_1,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__col_1,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
,,,,Nợ ngắn hạn,100.977.722,,,100977722.0
,,,,Nợ trung hạn,10.853.250,,,10853250.0
,,,,Nợ dài hạn,53.323.925,,,53323925.0
,,,,,165.154.897,,,165154897.0
8.5,8.5,8.5,Theo loại tiền tệ,,,,,
8.5,8.5,8.5,Theo loại tiền tệ,31.12.2024Triệu đồng,31.12.2023Triệu đồng,,,
8.5,8.5 > 8.5,8.5,Bằng VND,151.981.254,126.568.061,,151981254.0,126568061.0
8.5,8.5 > 8.5,8.5,Bằng ngoại tệ,13.173.643,13.880.863,,13173643.0,13880863.0
8.5,8.5 > 8.5,8.5,,165.154.897,140.448.924,,165154897.0,140448924.0
8.6,8.6,8.6,Theo mục đích sử dụng vốn,,,,,
8.6,8.6,8.6,Theo mục đích sử dụng vốn,31.12.2024Triệu đồng,31.12.2023Triệu đồng,,,
8.6,8.6 > 8.6,8.6,"Bán buôn, bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",53.078.314,50.226.337,,53078314.0,50226337.0
8.6,8.6 > 8.6,8.6,"Cho vay cá nhân để mua nhà để ở, nhận quyền sử dụng đất để xây nhà ở",26.724.805,17.105.295,,26724805.0,17105295.0
8.6,8.6 > 8.6,8.6,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",18.658.009,19.397.375,,18658009.0,19397375.0
8.6,8.6 > 8.6,8.6,"Sản xuất và gia công, chế biến",15.693.598,18.534.986,,15693598.0,18534986.0
8.6,8.6 > 8.6,8.6,Xây dựng,13.126.601,13.223.694,,13126601.0,13223694.0
8.6,8.6 > 8.6,8.6,Hoạt động kinh doanh bất động sản,9.333.666,2.538.319,,9333666.0,2538319.0
8.6,8.6 > 8.6,8.6,"Hoạt động tài chính, ngân hàng và bảo hiểm",6.445.399,1.913.784,,6445399.0,1913784.0
8.6,8.6 > 8.6,8.6,"Vận tải, kho bãi",4.993.717,1.754.909,,4993717.0,1754909.0
8.6,8.6 > 8.6,8.6,"Nông nghiệp, lâm nghiệp và thủy sản",4.834.445,5.832.431,,4834445.0,5832431.0
8.6,8.6 > 8.6,8.6,Dịch vụ lưu trú và ăn uống,1.303.278,1.087.397,,1303278.0,1087397.0
8.6,8.6 > 8.6,8.6,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",1.271.797,1.340.075,,1271797.0,1340075.0
8.6,8.6 > 8.6,8.6,Thông tin và truyền thông,702.627,313.662,,702627.0,313662.0
8.6,8.6 > 8.6,8.6,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",307.104,277.268,,307104.0,277268.0
8.6,8.6 > 8.6,8.6,Hoạt động hành chính và dịch vụ hỗ trợ,248.776,174.366,,248776.0,174366.0
8.6,8.6 > 8.6,8.6,Y tế và hoạt động trợ giúp xã hội,223.542,217.490,,223542.0,217490.0
8.6,8.6 > 8.6,8.6,"Hoạt động chuyên môn, khoa học và công nghệ",221.982,207.983,,221982.0,207983.0
8.6,8.6 > 8.6,8.6,Giáo dục và đào tạo,138.784,92.109,,138784.0,92109.0
8.6,8.6 > 8.6,8.6,Khác,7.848.453,6.211.444,,7848453.0,6211444.0
,,,,165.154.897,140.448.924,,165154897.0,140448924.0
