row_label_raw,row_label_full,col_0,31/12/2018,01/01/2018,numeric__31/12/2018,numeric__01/01/2018
,,,VND,VND,,
- Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (1),- Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (1),- Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (1),555.611.804.339,555.611.804.339,555611804339.0,555611804339.0
- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (1),- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (1),- Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (1),380.500.000.000,380.500.000.000,380500000000.0,380500000000.0
- Công ty TNHH Gió Hát (1),- Công ty TNHH Gió Hát (1),- Công ty TNHH Gió Hát (1),199.001.000.000,199.001.000.000,199001000000.0,199001000000.0
- Công ty Cổ phần Bảo Linh (1),- Công ty Cổ phần Bảo Linh (1),- Công ty Cổ phần Bảo Linh (1),75.000.000.000,75.000.000.000,75000000000.0,75000000000.0
- Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (1),- Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (1),- Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (1),69.000.000.000,69.000.000.000,69000000000.0,69000000000.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),40.000.000.000,40.000.000.000,40000000000.0,40000000000.0
- Công ty Cổ phần Phát triển Thương mại Dịch vụ Hà Thành (1),- Công ty Cổ phần Phát triển Thương mại Dịch vụ Hà Thành (1),- Công ty Cổ phần Phát triển Thương mại Dịch vụ Hà Thành (1),-,2.020.000.000,,2020000000.0
- Công ty TNHH VNT (1),- Công ty TNHH VNT (1),- Công ty TNHH VNT (1),28.600.000.000,28.600.000.000,28600000000.0,28600000000.0
- Công ty TNHH Thương mại và Du lịch Tràng Tiền Nha Trang (2),- Công ty TNHH Thương mại và Du lịch Tràng Tiền Nha Trang (2),- Công ty TNHH Thương mại và Du lịch Tràng Tiền Nha Trang (2),162.200.000.000,162.200.000.000,162200000000.0,162200000000.0
- Công ty Cổ phần Robot Tosy (1),- Công ty Cổ phần Robot Tosy (1),- Công ty Cổ phần Robot Tosy (1),6.000.000.000,6.000.000.000,6000000000.0,6000000000.0
- Công ty Cổ phần Truyền thông TV Shopping (1),- Công ty Cổ phần Truyền thông TV Shopping (1),- Công ty Cổ phần Truyền thông TV Shopping (1),1.400.000.000,1.400.000.000,1400000000.0,1400000000.0
- Các khoản phải thu về cho vay khác,- Các khoản phải thu về cho vay khác,- Các khoản phải thu về cho vay khác,1.000.000,1.000.000,1000000.0,1000000.0
,,,1.517.313.804.339,1.519.333.804.339,1517313804339.0,1519333804339.0
c) Phải thu về cho vay là các bên liên quan,c) Phải thu về cho vay là các bên liên quan,c) Phải thu về cho vay là các bên liên quan,28.600.000.000,30.620.000.000,28600000000.0,30620000000.0
