row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,7.285.051.961.913,7.707.633.077.598,,200.0,,7285051961913.0,7707633077598.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,18.052.806.569,16.992.215.835,,210.0,,18052806569.0,16992215835.0
1.,1.,1.,Phải thu dài hạn khác,216,8,18.052.806.569,16.992.215.835,,216.0,8.0,18052806569.0,16992215835.0
II.,II.,II.,Tài sản cố định,220,,5.858.949.022.221,6.334.247.096.345,,220.0,,5858949022221.0,6334247096345.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,5.763.638.916.086,6.239.092.026.311,,221.0,12.0,5763638916086.0,6239092026311.0
,,,- Nguyên giá,222,,13.679.547.010.890,13.590.856.258.959,,222.0,,13679547010890.0,13590856258959.0
,,,- Giá trị hao mòn lũy kế,223,,(7.915.908.094.804),(7.351.764.232.648),,223.0,,-7915908094804.0,-7351764232648.0
2.,2.,2.,Tài sản cố định vô hình,227,13,95.310.106.135,95.155.070.034,,227.0,13.0,95310106135.0,95155070034.0
,,,- Nguyên giá,228,,132.390.928.163,131.475.796.263,,228.0,,132390928163.0,131475796263.0
,,,- Giá trị hao mòn lũy kế,229,,(37.080.822.028),(36.320.726.229),,229.0,,-37080822028.0,-36320726229.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,950.935.551.282,934.830.994.841,,240.0,,950935551282.0,934830994841.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,950.935.551.282,934.830.994.841,,242.0,14.0,950935551282.0,934830994841.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,44.436.000.000,31.458.000.000,,250.0,5.0,44436000000.0,31458000000.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,,56.000.000.000,56.000.000.000,,253.0,,56000000000.0,56000000000.0
2.,2.,2.,Dự phòng đầu tư tài chính dài hạn,254,,(11.564.000.000),(24.542.000.000),,254.0,,-11564000000.0,-24542000000.0
V.,V.,V.,Tài sản dài hạn khác,260,,412.511.183.415,389.903.892.467,,260.0,,412511183415.0,389903892467.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,295.448.710.359,257.026.380.855,,261.0,10.0,295448710359.0,257026380855.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,28,9.139.011.636,8.582.185.951,,262.0,28.0,9139011636.0,8582185951.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,9,107.923.461.420,124.295.325.661,,263.0,9.0,107923461420.0,124295325661.0
VI.,VI.,VI.,Lợi thể thương mại,269,,167.398.426,200.878.110,,269.0,,167398426.0,200878110.0
,,,TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,8.809.187.003.331,10.040.531.016.689,,270.0,,8809187003331.0,10040531016689.0
