row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,19.739.194,14.730.353,19739194.0,14730353.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,8.140.594,6.269.100,8140594.0,6269100.0
- Bằng VND,- Bằng VND,- Bằng VND,7.812.447,5.992.119,7812447.0,5992119.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,328.147,276.981,328147.0,276981.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,11.598.600,8.461.253,11598600.0,8461253.0
- Bằng VND,- Bằng VND,- Bằng VND,8.817.000,2.930.000,8817000.0,2930000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.781.600,5.531.253,2781600.0,5531253.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,13.532.742,2.247.412,13532742.0,2247412.0
Bằng VND,Bằng VND,Bằng VND,12.303.890,1.534.077,12303890.0,1534077.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.228.852,713.335,1228852.0,713335.0
,,,33.271.936,16.977.765,33271936.0,16977765.0
