row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công ty Cổ phần Lương thực Hậu Giang,Ngắn hạn > Công ty Cổ phần Lương thực Hậu Giang,Công ty Cổ phần Lương thực Hậu Giang,73.226.957.750,73.226.957.750,73226957750.0,73226957750.0
Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Ngắn hạn > Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,87.991.938.232,87.991.938.232,87991938232.0,87991938232.0
Công ty TNHH MTV Hòa Tân Lộc,Ngắn hạn > Công ty TNHH MTV Hòa Tân Lộc,Công ty TNHH MTV Hòa Tân Lộc,78.629.955.300,78.629.955.300,78629955300.0,78629955300.0
Công ty Cổ phần Tập đoàn Thịnh phát Kon Tum,Ngắn hạn > Công ty Cổ phần Tập đoàn Thịnh phát Kon Tum,Công ty Cổ phần Tập đoàn Thịnh phát Kon Tum,77.481.437.313,77.481.437.313,77481437313.0,77481437313.0
Công ty TNHH Đầu tư Bình Lợi,Ngắn hạn > Công ty TNHH Đầu tư Bình Lợi,Công ty TNHH Đầu tư Bình Lợi,12.709.500.000,12.709.500.000,12709500000.0,12709500000.0
Công ty TNHH Phương Huệ,Ngắn hạn > Công ty TNHH Phương Huệ,Công ty TNHH Phương Huệ,5.798.795.653,5.798.795.653,5798795653.0,5798795653.0
Cty TNHH Phát Tài,Ngắn hạn > Cty TNHH Phát Tài,Cty TNHH Phát Tài,4.118.000.000,25.325.000.000,4118000000.0,25325000000.0
Các nhà cung cấp khác,Ngắn hạn > Các nhà cung cấp khác,Các nhà cung cấp khác,23.509.984.547,23.710.758.802,23509984547.0,23710758802.0
Tổng,Ngắn hạn > Tổng,Tổng,363.466.568.795,384.874.343.050,363466568795.0,384874343050.0
Trong đó trả trước các bên liên quan được trình bày tại Thuyết minh 7.1,Ngắn hạn > Trong đó trả trước các bên liên quan được trình bày tại Thuyết minh 7.1,Trong đó trả trước các bên liên quan được trình bày tại Thuyết minh 7.1,73.226.957.750,73.661.957.750,73226957750.0,73661957750.0
