row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,3.769.847.570,-,,,3769847570.0,
005,005,005,Ngoại tệ các loại USD,,-,-,,,,
006,005 > 006,006,Cổ phiếu đang lưu hành (số lượng),27.3,508.054.676,509.170.307,,273.0,508054676.0,509170307.0
007,005 > 007,007,Cổ phiếu quỹ (số lượng),27.3,2.009.008,893.377,,273.0,2009008.0,893377.0
008,005 > 008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.1,982.788.000.000,858.047.450.000,,281.0,982788000000.0,858047450000.0
009,005 > 009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),28.2,10.480.260.000,10.482.230.000,,282.0,10480260000.0,10482230000.0
010,005 > 010,010,Tài sản tài chính chờ về của CTCK (VND),28.3,2.370.800.000,10.135.100.000,,283.0,2370800000.0,10135100000.0
012,005 > 012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,4.689.605.260.000,913.120.310.000,,284.0,4689605260000.0,913120310000.0
013,005 > 013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,60.000,39.095.130.000,,,60000.0,39095130000.0
014,005 > 014,014,Chứng quyền (số lượng),,6.440.710,-,,,6440710.0,
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,005 > 021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),28.5,47.970.765.433.700,42.493.662.500.000,,285.0,47970765433700.0,42493662500000.0
021.1,005 > 021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,40.264.432.904.400,34.656.128.250.000,,,40264432904400.0,34656128250000.0
021.2,005 > 021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,609.448.260.000,548.270.620.000,,,609448260000.0,548270620000.0
021.3,005 > 021.3,021.3,Tài sản tài chính giao dịch cầm cố,,6.311.732.090.000,6.641.685.800.000,,,6311732090000.0,6641685800000.0
021.4,005 > 021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,457.518.280.000,305.694.280.000,,,457518280000.0,305694280000.0
021.5,005 > 021.5,021.5,Tài sản tài chính chờ thanh toán,,327.633.899.300,341.883.550.000,,,327633899300.0,341883550000.0
