row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Trái phiếu có kỳ hạn,Trái phiếu có kỳ hạn,Trái phiếu có kỳ hạn,1.250.000,5.849.000,1250000.0,5849000.0
- Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,-,4.199.000,,4199000.0
- Từ 5 năm trở lên,- Từ 5 năm trở lên,- Từ 5 năm trở lên,1.250.000,1.650.000,1250000.0,1650000.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,29.200.200,10.997.100,29200200.0,10997100.0
,,,30.450.200,16.846.100,30450200.0,16846100.0
