row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân viên,Chi phí bán hàng > Chi phí nhân viên,Chi phí nhân viên,64.832.282.914,62.055.264.220,64832282914.0,62055264220.0
Chi phí tư vấn (i),Chi phí bán hàng > Chi phí tư vấn (i),Chi phí tư vấn (i),55.799.675.643,52.861.180.441,55799675643.0,52861180441.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,13.184.620.049,7.814.083.927,13184620049.0,7814083927.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,62.993.159.797,62.858.876.644,62993159797.0,62858876644.0
,,,196.809.738.403,185.589.405.232,196809738403.0,185589405232.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên,Chi phí quản lý doanh nghiệp > Chi phí nhân viên,Chi phí nhân viên,110.296.813.380,96.027.310.884,110296813380.0,96027310884.0
Chi phí tư vấn (i),Chi phí quản lý doanh nghiệp > Chi phí tư vấn (i),Chi phí tư vấn (i),55.799.675.643,52.861.180.441,55799675643.0,52861180441.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,15.733.762.249,12.354.770.415,15733762249.0,12354770415.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,117.820.139.746,123.351.406.089,117820139746.0,123351406089.0
,,,299.650.391.018,284.594.667.829,299650391018.0,284594667829.0
