row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Công ty Cổ phần Thiết kế Công nghiệp và Hệ thống Kỹ thuật Lilama 69-3,Công ty Cổ phần Thiết kế Công nghiệp và Hệ thống Kỹ thuật Lilama 69-3,Công ty Cổ phần Thiết kế Công nghiệp và Hệ thống Kỹ thuật Lilama 69-3,15.797.460.606,-,15797460606.0,
Công ty Cổ phần Tập đoàn DAT,Công ty Cổ phần Tập đoàn DAT,Công ty Cổ phần Tập đoàn DAT,11.262.158.352,-,11262158352.0,
Công ty Cổ phần Đầu tư và Phát triển Năng lượng Bình Minh,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Bình Minh,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Bình Minh,10.229.278.220,-,10229278220.0,
Liên danh Công ty Cổ phần Kiến trúc Xây dựng và Thương mại Top House - Công ty TNHH Thương mại và Đầu tư TTH Việt Nam,Liên danh Công ty Cổ phần Kiến trúc Xây dựng và Thương mại Top House - Công ty TNHH Thương mại và Đầu tư TTH Việt Nam,Liên danh Công ty Cổ phần Kiến trúc Xây dựng và Thương mại Top House - Công ty TNHH Thương mại và Đầu tư TTH Việt Nam,7.971.500.000,-,7971500000.0,
Công ty Cổ phần Đức Việt 568,Công ty Cổ phần Đức Việt 568,Công ty Cổ phần Đức Việt 568,5.995.200.000,5.995.200.000,5995200000.0,5995200000.0
Hefei Cement Research & Design Institute Corporation Ltd,Hefei Cement Research & Design Institute Corporation Ltd,Hefei Cement Research & Design Institute Corporation Ltd,843.861.281,7.487.041.151,843861281.0,7487041151.0
Công ty Cổ phần Xuất nhập khẩu Thiết Bị và Công nghệ,Công ty Cổ phần Xuất nhập khẩu Thiết Bị và Công nghệ,Công ty Cổ phần Xuất nhập khẩu Thiết Bị và Công nghệ,-,4.165.001.598,,4165001598.0
Người bán khác,Người bán khác,Người bán khác,22.021.196.288,21.617.716.966,22021196288.0,21617716966.0
,,,74.120.654.747,39.264.959.715,74120654747.0,39264959715.0
Trong đó: Trả trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),Trong đó: Trả trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),Trong đó: Trả trước cho người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 34),292.929.366,145.953.000,292929366.0,145953000.0
