row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,40.552.925,32.956.759,40552925.0,32956759.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,16.650.953,14.023.480,16650953.0,14023480.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,14.170.317,9.807.685,14170317.0,9807685.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,3.915.538,3.624.026,3915538.0,3624026.0
Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty TNHH hai thành viên trở lên có phần vốn góp của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,358,-,358.0,
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",3.522.737,3.570.633,3522737.0,3570633.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,499.313,895.729,499313.0,895729.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,991.819,426.496,991819.0,426496.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,25.063,21.170,25063.0,21170.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,106.373,284.840,106373.0,284840.0
"Hợp tác xã và liên hiệp hợp tác xã, hộ kinh doanh","Hợp tác xã và liên hiệp hợp tác xã, hộ kinh doanh","Hợp tác xã và liên hiệp hợp tác xã, hộ kinh doanh",132.755,34.914,132755.0,34914.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,537.699,267.786,537699.0,267786.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,135.596.774,123.735.973,135596774.0,123735973.0
Khác,Khác,Khác,1.660.994,1.641.271,1660994.0,1641271.0
,,,177.810.693,158.334.003,177810693.0,158334003.0
