row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,931.817,611.076,931817.0,611076.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,661.846,293.921,661846.0,293921.0
Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,Thu phí tất toán trước hạn khoản vay,93.674,65.333,93674.0,65333.0
Thu từ dịch vụ tư vấn thể chấp tài sản,Thu từ dịch vụ tư vấn thể chấp tài sản,Thu từ dịch vụ tư vấn thể chấp tài sản,23.932,20.124,23932.0,20124.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,9.878,-,9878.0,
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,5.724,6.207,5724.0,6207.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,5.264,4.091,5264.0,4091.0
Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,Thu từ hoạt động bảo hiểm,4.552,41.011,4552.0,41011.0
Thu khác,Thu khác,Thu khác,126.947,180.389,126947.0,180389.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(699.775),(258.837),-699775.0,-258837.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(282.998),(117.135),-282998.0,-117135.0
Chi phí thanh toán theo thỏa thuận chấm dứthợp tác phân phối bảo hiểm,Chi phí thanh toán theo thỏa thuận chấm dứthợp tác phân phối bảo hiểm,Chi phí thanh toán theo thỏa thuận chấm dứthợp tác phân phối bảo hiểm,(240.419),-,-240419.0,
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(32.867),(16.602),-32867.0,-16602.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(30.084),(24.826),-30084.0,-24826.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(27.946),(19.574),-27946.0,-19574.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(12.689),(12.859),-12689.0,-12859.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(6.722),(12.446),-6722.0,-12446.0
Chi khác,Chi khác,Chi khác,(66.050),(55.395),-66050.0,-55395.0
,,,232.042,352.239,232042.0,352239.0
