row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,8.440.110.589.235,9.311.261.949.710,,221.0,8440110589235.0,9311261949710.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(477.481.551.385),(472.636.955.295),,221.0,-477481551385.0,-472636955295.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,7.962.629.037.850,8.838.624.994.415,,221.0,7962629037850.0,8838624994415.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(6.607.041.535.736),(7.277.551.225.731),,23.0,-6607041535736.0,-7277551225731.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.355.587.502.114,1.561.073.768.684,,,1355587502114.0,1561073768684.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,11.676.851.747,26.733.054.122,,222.0,11676851747.0,26733054122.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(222.634.224.822) (181.090.596.247),(272.068.535.647) (238.355.497.769),,25.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(222.634.224.822) (181.090.596.247),(272.068.535.647) (238.355.497.769),,25.0,,
25,25,25,8. Chi phí bán hàng,24,(150.250.619.058),(159.933.838.538),,24.0,-150250619058.0,-159933838538.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(200.576.130.373),(214.737.139.683),,24.0,-200576130373.0,-214737139683.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,793.803.379.608,941.067.308.938,,,793803379608.0,941067308938.0
31,31,31,11. Thu nhập khác,26,1.721.731.434,3.473.821.039,,26.0,1721731434.0,3473821039.0
32,32,32,12. Chi phí khác,26,(27.825.712.839),(16.583.616.013),,26.0,-27825712839.0,-16583616013.0
40,40,40,13. Lỗ khác,,(26.103.981.405),(13.109.794.974),,,-26103981405.0,-13109794974.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,767.699.398.203,927.957.513.964,,,767699398203.0,927957513964.0
51,51,51,15. Chi phí thuế TNDN hiện hành,28.1,(160.443.030.649),(190.059.148.853),,281.0,-160443030649.0,-190059148853.0
52,52,52,16. Thu nhập thuế TNDN hoãn lại,28.1,758.071.885,2.711.346.024,,281.0,758071885.0,2711346024.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,608.014.439.439,740.609.711.135,,,608014439439.0,740609711135.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,607.731.616.946,740.363.195.812,,,607731616946.0,740363195812.0
62,62,62,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,,282.822.493,246.515.323,,,282822493.0,246515323.0
70,70,70,20. Lãi cơ bản trên cổ phiếu,30,1.593,1.620,,30.0,1593.0,1620.0
71,71,71,21. Lãi suy giảm trên cổ phiếu,30,1.593,1.620,,30.0,1593.0,1620.0
