row_label_raw,row_label_full,col_0,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,253.680.221.827,40.388.406.353,253680221827.0,40388406353.0
Kinh phí công đoàn và các khoản bảo hiểm,Kinh phí công đoàn và các khoản bảo hiểm,Kinh phí công đoàn và các khoản bảo hiểm,41.426.080,40.324.240,41426080.0,40324240.0
Thu hộ tiền đặt cọc từ người mua bất động sản,Thu hộ tiền đặt cọc từ người mua bất động sản,Thu hộ tiền đặt cọc từ người mua bất động sản,182.371.764.800,5.665.082.408,182371764800.0,5665082408.0
Công ty Cổ phần Bất động sản Khải Minh Land (1),Công ty Cổ phần Bất động sản Khải Minh Land (1),Công ty Cổ phần Bất động sản Khải Minh Land (1),23.800.354.559,23.800.354.559,23800354559.0,23800354559.0
Khách hàng thanh toán theo tiến độ,Khách hàng thanh toán theo tiến độ,Khách hàng thanh toán theo tiến độ,45.515.561.928,5.544.619.367,45515561928.0,5544619367.0
"Nhận ký cược, ký quỹ","Nhận ký cược, ký quỹ","Nhận ký cược, ký quỹ",100.000.000,2.950.000.000,100000000.0,2950000000.0
Các khoản khác,Các khoản khác,Các khoản khác,1.851.114.460,2.388.025.779,1851114460.0,2388025779.0
Dài hạn,Dài hạn,Dài hạn,475.000.000,600.000.000,475000000.0,600000000.0
"Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn",475.000.000,600.000.000,475000000.0,600000000.0
Cộng,Cộng,Cộng,254.155.221.827,40.988.406.353,254155221827.0,40988406353.0
