row_label_raw,row_label_full,col_0,31/12/2023triêu đồng,31/12/2022triêu đồng,numeric__31/12/2023triêu đồng,numeric__31/12/2022triêu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,154.358,146.170,154358.0,146170.0
Cam kết giao dịch hồi đoai,Cam kết giao dịch hồi đoai,Cam kết giao dịch hồi đoai,394.715.794,202.660.266,394715794.0,202660266.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,1.945.064,1.462.863,1945064.0,1462863.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,1.423.038,1.339.219,1423038.0,1339219.0
Cam kết mua giao dịch hoán đối ngoại tệ,Cam kết mua giao dịch hoán đối ngoại tệ,Cam kết mua giao dịch hoán đối ngoại tệ,195.798.455,99.955.883,195798455.0,99955883.0
Cam kết bán giao dịch hoán đối ngoại tệ,Cam kết bán giao dịch hoán đối ngoại tệ,Cam kết bán giao dịch hoán đối ngoại tệ,195.549.237,99.902.301,195549237.0,99902301.0
Cam kết trong nghiệp vu L/C,Cam kết trong nghiệp vu L/C,Cam kết trong nghiệp vu L/C,23.214.316,28.829.163,23214316.0,28829163.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,121.825.143,118.000.076,121825143.0,118000076.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,81.444.111,50.621.181,81444111.0,50621181.0
