row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,8.151.629.176.435,8.033.235.701.350,,400.0,,8151629176435.0,8033235701350.0
I.,I.,I.,Vốn chủ sở hữu,410,V.15,8.151.629.176.435,8.033.235.701.350,,410.0,,8151629176435.0,8033235701350.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,6.827.674.750.000,6.827.674.750.000,,411.0,,6827674750000.0,6827674750000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.827.674.750.000,6.827.674.750.000,,,,6827674750000.0,6827674750000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,(28.358.542),(28.358.542),,412.0,,-28358542.0,-28358542.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,-,-,,414.0,,,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,(1.848.203.592),(1.848.203.592),,416.0,,-1848203592.0,-1848203592.0
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,321.297.574.437,88.419.275.441,,418.0,,321297574437.0,88419275441.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,987.550.747.621,1.100.867.231.163,,421.0,,987550747621.0,1100867231163.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,446.648.480.497,410.545.650.469,,,,446648480497.0,410545650469.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,540.902.267.124,690.321.580.694,,,,540902267124.0,690321580694.0
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,16.982.666.511,18.151.006.880,,429.0,,16982666511.0,18151006880.0
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,16.498.173.803.542,16.670.806.399.800,,440.0,,16498173803542.0,16670806399800.0
