row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%)(*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%)(*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
17,17,17,Công ty Cổ phần Đầu tưKhu Công nghiệpVinhomes Hà Tĩnh,Công ty KCNVinhomes Hà Tĩnh,"100,00","73,39","Số 7, Đường Bằng Lăng 1, Khu đô thị Vinhomes Riverside, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,73.39,,
18,18,18,Công ty Cổ Phần Thương mại và Đầu tư Sơn Thái,Công ty Sơn Thái,"99,99","68,90","Số 65 Đường Hải Phòng, Phường Hải Châu, Thành phố Đà Nẵng, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,99.99,68.9,,
19,19,19,Công ty Cổ phần Phát triển và Đầu tư Xây dựng VinCons,Công ty VinCons,"100,00","73,51","Tầng 10, Tòa nhà TechnoPark Tower, Khu đô thị Gia Lâm, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam","Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",,,100.0,73.51,,
20,20,20,Công ty Cổ phần Phát triển Xây dựng Vincons Windows,Công ty VinCons 2,"100,00","73,51","Tầng 10, Tòa nhà TechnoPark, khu đô thị Gia Lâm, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam","Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất",,,100.0,73.51,,
21,21,21,Công ty Cổ phần Muối Cam Ranh,Công ty Muối Cam Ranh,"100,00","73,51","Cây số 15, Km 1497, Phường Bắc Cam Ranh, Tĩnh Khánh Hòa, Việt Nam",Kinh doanh bất động sản,,,100.0,73.51,,
22,22,22,Công ty Cổ phần Đầu tư Phát triển BDS Trường Thịnh,Công ty BDS Trường Thịnh,"99,00","72,88","Tầng 8, Tòa nhà TechnoPark, Khu đô thị Vinhomes Ocean Park, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",Kinh doanh bất động sản,,,99.0,72.88,,
23,23,23,Công ty Cổ phần Du lịch Cá Tầm,Công ty Cá Tầm,"100,00","73,56","Đảo Hòn Tre, Phường Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,73.56,,
24,24,24,Công ty Cổ phần Đầu tư Hiệp Thành Công,Công ty Hiệp Thành Công,"100,00","73,56","Đảo Hòn Tre, Phường Nha Trang, Tĩnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,73.56,,
25,25,25,Công ty Cổ phần Bắt động sản Xavinco,Công ty Xavinco,"96,44","96,15","191 phố Bà Triệu, Phường Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,96.44,96.15,,
26,26,26,Công ty TNHH Xalivico,Công ty Xalivico,"74,00","71,15","Số 233 Nguyễn Trải, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,74.0,71.15,,
