row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,%,31/12/2014Triệu VND,%_1,numeric__31/12/2015Triệu VND,numeric__%,numeric__31/12/2014Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,,,,
"Nông lâm nghiệp, thủy sản","Dư nợ cho vay khách hàng của Ngân hàng > Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",1.892.700,"1,56",3.079.020,"3,06",1892700.0,1.56,3079020.0,3.06
Khai khoáng,Dư nợ cho vay khách hàng của Ngân hàng > Khai khoáng,Khai khoáng,3.622.702,"2,99",3.620.495,"3,60",3622702.0,2.99,3620495.0,3.6
"Công nghiệp chế biến, chế tạo","Dư nợ cho vay khách hàng của Ngân hàng > Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",19.879.561,"16,38",19.274.875,"19,17",19879561.0,16.38,19274875.0,19.17
"SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Dư nợ cho vay khách hàng của Ngân hàng > SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","SX&PP điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",4.222.497,"3,48",6.264.769,"6,23",4222497.0,3.48,6264769.0,6.23
"Cung cấp nước, QL&XL rác thải, nước thải","Dư nợ cho vay khách hàng của Ngân hàng > Cung cấp nước, QL&XL rác thải, nước thải","Cung cấp nước, QL&XL rác thải, nước thải",251.939,"0,21",58.934,"0,06",251939.0,0.21,58934.0,0.06
Xây dựng,Dư nợ cho vay khách hàng của Ngân hàng > Xây dựng,Xây dựng,10.600.141,"8,74",8.735.158,"8,69",10600141.0,8.74,8735158.0,8.69
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Dư nợ cho vay khách hàng của Ngân hàng > Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",33.570.465,"27,65",27.673.827,"27,52",33570465.0,27.65,27673827.0,27.52
"Vận tải, kho bãi","Dư nợ cho vay khách hàng của Ngân hàng > Vận tải, kho bãi","Vận tải, kho bãi",10.353.397,"8,53",6.289.588,"6,25",10353397.0,8.53,6289588.0,6.25
Dịch vụ lưu trú & ăn uống,Dư nợ cho vay khách hàng của Ngân hàng > Dịch vụ lưu trú & ăn uống,Dịch vụ lưu trú & ăn uống,1.046.599,"0,86",648.520,"0,64",1046599.0,0.86,648520.0,0.64
Thông tin & truyền thông,Dư nợ cho vay khách hàng của Ngân hàng > Thông tin & truyền thông,Thông tin & truyền thông,2.611.501,"2,15",1.742.169,"1,73",2611501.0,2.15,1742169.0,1.73
"Hoạt động tài chính, ngân hàng, bảo hiểm","Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",724.406,"0,6",1.079.729,"1,07",724406.0,0.6,1079729.0,1.07
Hoạt động kinh doanh bất động sản,Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,4.603.442,"3,79",4.253.185,"4,23",4603442.0,3.79,4253185.0,4.23
"Hoạt động chuyên môn, khoa học & công nghệ","Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động chuyên môn, khoa học & công nghệ","Hoạt động chuyên môn, khoa học & công nghệ",250.806,"0,21",200.665,"0,20",250806.0,0.21,200665.0,0.2
Hoạt động hành chính & dịch vụ hỗ trợ,Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động hành chính & dịch vụ hỗ trợ,Hoạt động hành chính & dịch vụ hỗ trợ,505.878,"0,42",438.481,"0,44",505878.0,0.42,438481.0,0.44
"Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm xã hội bắt buộc","Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, QLNN, ANQP, Bảo đảm xã hội bắt buộc",52.859,"0,04",23.874,"0,02",52859.0,0.04,23874.0,0.02
Giáo dục và đào tạo,Dư nợ cho vay khách hàng của Ngân hàng > Giáo dục và đào tạo,Giáo dục và đào tạo,69.234,"0,06",76.501,"0,08",69234.0,0.06,76501.0,0.08
Y tế và hoạt động trợ giúp xã hội,Dư nợ cho vay khách hàng của Ngân hàng > Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,259.041,"0,21",262.884,"0,26",259041.0,0.21,262884.0,0.26
"Nghệ thuật, vui chơi, giải trí","Dư nợ cho vay khách hàng của Ngân hàng > Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",43.401,"0,04",20.901,"0,02",43401.0,0.04,20901.0,0.02
Hoạt động dịch vụ khác,Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,275.095,"0,23",200.764,"0,20",275095.0,0.23,200764.0,0.2
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Dư nợ cho vay khách hàng của Ngân hàng > Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",22.491.615,"18,53",13.730.730,"13,65",22491615.0,18.53,13730730.0,13.65
Dư nợ tại Chi nhánh nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng > Dư nợ tại Chi nhánh nước ngoài,Dư nợ tại Chi nhánh nước ngoài,2.627.945,"2,17",1.902.797,"1,89",2627945.0,2.17,1902797.0,1.89
,,,119.955.224,"98,85",99.577.866,"99,01",119955224.0,98.85,99577866.0,99.01
Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB,,,,,,,,
"Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các khoản phải thu khách hàng của Công ty Cổ phần Chứng khoán MB > Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng","Các hợp đồng REPO, hỗ trợ tài chính và ứng trước cho khách hàng",1.393.406,"1,15",991.140,"0,99",1393406.0,1.15,991140.0,0.99
,,,121.348.630,100,100.569.006,100,121348630.0,100.0,100569006.0,100.0
