row_label_raw,row_label_full,col_0,31/12/2022VND,1/1/2022VND,numeric__31/12/2022VND,numeric__1/1/2022VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty CP Vận tải biển Hòa Phát,Công ty con > Công ty CP Vận tải biển Hòa Phát,Công ty CP Vận tải biển Hòa Phát,650.000.000.000,600.000.000.000,650000000000.0,600000000000.0
Công ty CP Điện lạnh Hòa Phát Phú Mỹ,Công ty con > Công ty CP Điện lạnh Hòa Phát Phú Mỹ,Công ty CP Điện lạnh Hòa Phát Phú Mỹ,382.000.000.000,-,382000000000.0,
Công ty TNHH chăn nuôi Hoà Phát Quảng Bình,Công ty con > Công ty TNHH chăn nuôi Hoà Phát Quảng Bình,Công ty TNHH chăn nuôi Hoà Phát Quảng Bình,155.000.000.000,-,155000000000.0,
Công ty TNHH Chăn nuôi Việt Hùng,Công ty con > Công ty TNHH Chăn nuôi Việt Hùng,Công ty TNHH Chăn nuôi Việt Hùng,145.000.000.000,-,145000000000.0,
Công ty TNHH Chăn nuôi Đồng Phát,Công ty con > Công ty TNHH Chăn nuôi Đồng Phát,Công ty TNHH Chăn nuôi Đồng Phát,83.000.000.000,-,83000000000.0,
Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty con > Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,60.000.000.000,-,60000000000.0,
Công ty TNHH MTV Thép Dự Úng Lực Hòa Phát,Công ty con > Công ty TNHH MTV Thép Dự Úng Lực Hòa Phát,Công ty TNHH MTV Thép Dự Úng Lực Hòa Phát,57.000.000.000,-,57000000000.0,
Công ty TNHH Phụ Kiện Cơ Khí Hoà Phát,Công ty con > Công ty TNHH Phụ Kiện Cơ Khí Hoà Phát,Công ty TNHH Phụ Kiện Cơ Khí Hoà Phát,40.000.000.000,-,40000000000.0,
Công ty CP Điện máy gia dụng Hòa Phát Hà Nam,Công ty con > Công ty CP Điện máy gia dụng Hòa Phát Hà Nam,Công ty CP Điện máy gia dụng Hòa Phát Hà Nam,7.400.000.000,-,7400000000.0,
,,,1.579.400.000.000,600.000.000.000,1579400000000.0,600000000000.0
