row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,,-,-,31.0,,,
"Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","Lưu chuyển tiền từ hoạt động tài chính > Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành","Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",32,,-,-,32.0,,,
Tiền thu từ đi vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,-,-,33.0,,,
Tiền trả nợ gốc vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(84.286.989.800),(30.841.150.161),34.0,,-84286989800.0,-30841150161.0
Tiền chi trả nợ gốc thuê tài chính,Lưu chuyển tiền từ hoạt động tài chính > Tiền chi trả nợ gốc thuê tài chính,Tiền chi trả nợ gốc thuê tài chính,35,,-,-,35.0,,,
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(449.537.112.000),(449.469.600.000),36.0,,-449537112000.0,-449469600000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(533.824.101.800),(480.310.750.161),40.0,,-533824101800.0,-480310750161.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,,(376.663.040.039),714.792.768.232,50.0,,-376663040039.0,714792768232.0
Tiền và tương đương tiền đầu năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,4,843.909.844.663,127.944.063.243,60.0,4.0,843909844663.0,127944063243.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Lưu chuyển tiền từ hoạt động tài chính > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,14.060.117.099,1.173.013.188,61.0,,14060117099.0,1173013188.0
Tiền và tương đương tiền cuối năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,4,481.306.921.723,843.909.844.663,70.0,4.0,481306921723.0,843909844663.0
