row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,34,3.658.967,-,34.0,3658967.0,
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,34,8.075.790,14.694.595,34.0,8075790.0,14694595.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,,8.075.790,12.105.195,,8075790.0,12105195.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,-,2.420.000,,,2420000.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,-,169.400,,,169400.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,34,549.881,6.114.363,34.0,549881.0,6114363.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,34,3.656.250,9.847.973,34.0,3656250.0,9847973.0
Cam kết khác,Cam kết khác,Cam kết khác,34,149.669,-,34.0,149669.0,
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,35,2.312.141,2.019.149,35.0,2312141.0,2019149.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,36,2.508.183,2.674.247,36.0,2508183.0,2674247.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,37,10.093.971,11.433.276,37.0,10093971.0,11433276.0
,,,,31.004.852,46.783.603,,31004852.0,46783603.0
