row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi từ thanh lý tài sản cố định và tài sản khác,Thu nhập khác > Lãi từ thanh lý tài sản cố định và tài sản khác,Lãi từ thanh lý tài sản cố định và tài sản khác,20.852,12.176,20852.0,12176.0
Tiền thu các khoản nợ đã được xử lý bằng dự phòng rủi ro,Thu nhập khác > Tiền thu các khoản nợ đã được xử lý bằng dự phòng rủi ro,Tiền thu các khoản nợ đã được xử lý bằng dự phòng rủi ro,5.309,3.756,5309.0,3756.0
Thu từ các khoản nợ đã bán cho VAMC,Thu nhập khác > Thu từ các khoản nợ đã bán cho VAMC,Thu từ các khoản nợ đã bán cho VAMC,18.256,14.632,18256.0,14632.0
Thu tiền phạt do vi phạm hợp đồng,Thu nhập khác > Thu tiền phạt do vi phạm hợp đồng,Thu tiền phạt do vi phạm hợp đồng,2.206,8.440,2206.0,8440.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,6.629,10.612,6629.0,10612.0
,,,53.252,49.616,53252.0,49616.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Lỗ từ thanh lý tài sản cố định,Chi phí khác > Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,-,(3.477),,-3477.0
Chi phí cho hoạt động công tác xã hội,Chi phí khác > Chi phí cho hoạt động công tác xã hội,Chi phí cho hoạt động công tác xã hội,(12.901),(9.173),-12901.0,-9173.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,(2.876),(2.308),-2876.0,-2308.0
,,,(15.777),(14.958),-15777.0,-14958.0
Lãi thuần từ hoạt động khác,Chi phí khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,37.475,34.658,37475.0,34658.0
