row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Số lượng cố phiếu,Số lượng cố phiếu,,
Vốn cố phần được duyệt,Vốn cố phần được duyệt,Vốn cố phần được duyệt,459.426.684,397.531.640,459426684.0,397531640.0
Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,Cổ phiếu đã phát hành,459.426.684,397.531.640,459426684.0,397531640.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,459.426.684,397.531.640,459426684.0,397531640.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,4.258.824,4.004.296,4258824.0,4004296.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,(82.376),(82.376),-82376.0,-82376.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,(82.376),(82.376),-82376.0,-82376.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,459.344.308,397.449.264,459344308.0,397449264.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,459.344.308,397.449.264,459344308.0,397449264.0
Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,Trong đó cố phiếu bị hạn chế quyền chuyển giao quyền sở hữu,4.176.448,3.921.920,4176448.0,3921920.0
